# text = close-set eyes
# id = 00448924-s-2
# type = ex
1	close-set	wf	_	close-set%3	close-set%5:00:00:close:01	auto	0:9
2	eyes	wf	_	eye%1|eyes%1|eye%2	_	un	10:14

# text = close-set teeth
# id = 00448924-s-3
# type = ex
1	close-set	wf	_	close-set%3	close-set%5:00:00:close:01	auto	0:9
2	teeth	wf	_	teeth%1|tooth%1	_	un	10:15

# text = her eyes are close set
# id = 00448924-s-4
# type = ex
1	her	wf	_	her	_	ignore	0:3
2	eyes	wf	_	eye%1|eyes%1|eye%2	_	un	4:8
3	are	wf	_	are%1|be%2	_	un	9:12
4	_	glob|a	_	close-set%3	close-set%5:00:00:close:01	auto	_
5	close	cf|a	_	close%1|close%2|close%3|close%4	_	un	13:18
6	set	cf|a	_	set%1|set%2|set%3	_	un	19:22

# text = closely encircling; 
# id = 00449332-s-1
# type = def
1	closely	wf	RB	closely%4	_	un	0:7
2	encircling	wf	JJ	encircle%2|encircling%3	encircling%5:00:00:peripheral:00	man	8:18
3	;	wf	punc	_	_	ignore	18:19

# text = encompassing mountain ranges
# id = 00449332-s-2
# type = ex
1	encompassing	wf	_	encompass%2|encompassing%3	encompassing%5:00:00:close:01	auto	0:12
2	mountain	wf	_	mountain%1	_	un	13:21
3	ranges	wf	_	range%1|range%2	_	un	22:28

# text = the surrounding countryside
# id = 00449332-s-3
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	surrounding	wf	_	surround%2|surrounding%3	surrounding%5:00:00:close:01	auto	4:15
3	countryside	wf	_	countryside%1	_	un	16:27

# text = nearest in space or position; immediately adjoining without intervening space; 
# id = 00447472-s-1
# type = def
1	nearest	wf	JJS	near%3|near%4|nearest%4	near%3:00:00::	man	0:7
2	in	wf	IN	in	_	ignore	8:10
3	space	wf	NN	space%1|space%2	_	un	11:16
4	or	wf	CC	or	_	ignore	17:19
5	position	wf	NN	position%1|position%2	_	un	20:28
6	;	wf	punc	_	_	ignore	28:29
7	immediately	wf	RB	immediately%4	immediately%4:02:03::	man	30:41
8	adjoining	wf	VBG	adjoin%2	adjoin%2:35:02::	man	42:51
9	without	wf	IN	without	_	ignore	52:59
