# text = a newspaper column devoted to personal problems
# id = 06271514-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	newspaper_column%1	newspaper_column%1:10:00::	auto	_
3	newspaper	cf|a	NN	newspaper%1	_	un	2:11
4	column	cf|a	NN	column%1	_	un	12:18
5	devoted	wf	VBN	devote%2|devoted%3	devote%2:32:00::	man	19:26
6	to	wf	TO	to	_	ignore	27:29
7	personal	wf	JJ	personal%1|personal%3	personal%3:00:00::	man	30:38
8	problems	wf	NNS	problem%1	problem%1:09:00::	man	39:47

# text = systems used in transmitting messages over a distance electronically
# id = 06271778-n-1
# type = def
1	systems	wf	NNS	system%1	_	un	0:7
2	used	wf	VBN	use%2|used%3	_	un	8:12
3	in	wf	IN	in	_	ignore	13:15
4	transmitting	wf	NN	transmitting%1|transmit%2	transmit%2:32:00::	man	16:28
5	messages	wf	NNS	message%1|message%2	message%1:10:01::	man	29:37
6	over	wf	IN	over%1|over%3|over%4	_	un	38:42
7	a	wf	DT	a	_	ignore	43:44
8	distance	wf	NN	distance%1|distance%2	distance%1:07:00::	man	45:53
9	electronically	wf	RB	electronically%4	electronically%4:02:00::	auto	54:68

# text = a hostile telephone call (from a crank)
# id = 06273890-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	hostile	wf	JJ	hostile%1|hostile%3	_	un	2:9
3	_	glob|a	_	telephone_call%1	telephone_call%1:10:00::	auto	_
4	telephone	cf|a	NN	telephone%1|telephone%2	_	un	10:19
5	call	cf|a	NN	call%1|call%2	_	un	20:24
6	(	wf	punc	_	_	ignore	25:26
7	from	wf	IN	from	_	ignore	26:30
8	a	wf	DT	a	_	ignore	31:32
9	crank	wf	NN	crank%1|crank%2|crank%3	crank%1:06:00::	man	33:38
10	)	wf	punc	_	_	ignore	38:39

# text = a telephone call that the receiving party is asked to pay for
# id = 06273294-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	telephone_call%1	telephone_call%1:10:00::	auto	_
3	telephone	cf|a	NN	telephone%1|telephone%2	_	un	2:11
4	call	cf|a	NN	call%1|call%2	_	un	12:16
5	that	wf	WDT	that	_	ignore	17:21
6	the	wf	DT	the	_	ignore	22:25
7	receiving	wf	VBG	receive%2	_	un	26:35
8	party	wf	NN	party%1|party%2	party%1:14:02::	man	36:41
9	is	wf	VBZ	i%1|be%2	_	un	42:44
10	asked	wf	VBN	ask%2	ask%2:32:09::	man	45:50
11	to	wf	TO	to	_	ignore	51:53
12	pay	wf	VB	pay%1|pay%2	pay%2:40:00::	man	54:57
13	for	wf	IN	for	_	ignore	58:61

# text = a telephone call made within a local calling area
# id = 06273986-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	telephone_call%1	telephone_call%1:10:00::	auto	_
3	telephone	cf|a	NN	telephone%1|telephone%2	_	un	2:11
4	call	cf|a	NN	call%1|call%2	_	un	12:16
5	made	wf	VBN	make%2|made%3	make%2:36:12::	man	17:21
6	within	wf	IN	within%4	_	un	22:28
7	a	wf	DT	a	_	ignore	29:30
8	local	wf	JJ	local%1|local%3	local%3:01:01::	man	31:36
9	calling	wf	NN	calling%1|call%2	_	un	37:44
10	area	wf	NN	area%1	area%1:07:00::	man	45:49

# text = a scholarly article describing the results of observations or stating hypotheses; 
# id = 06269956-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	scholarly	wf	JJ	scholarly%3	scholarly%3:00:00::	auto	2:11
3	article	wf	NN	article%1|article%2	article%1:10:00::	man	12:19
4	describing	wf	VBG	describe%2	describe%2:32:01::	man	20:30
5	the	wf	DT	the	_	ignore	31:34
6	results	wf	NNS	result%1|result%2	_	un	35:42
7	of	wf	IN	of	_	ignore	43:45
8	observations	wf	NNS	observation%1	observation%1:04:01::	man	46:58
9	or	wf	CC	or	_	ignore	59:61
10	stating	wf	VBG	state%2	state%2:32:01::	man	62:69
11	hypotheses	wf	NNS	hypothesis%1	hypothesis%1:10:00::	man	70:80
12	;	wf	punc	_	_	ignore	80:81

# text = he has written many scientific papers
# id = 06269956-n-2
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	has	wf	_	have%2	_	un	3:6
3	written	wf	_	write%2|written%3	_	un	7:14
4	many	wf	_	many	_	ignore	15:19
5	scientific	wf	_	scientific%3	_	un	20:30
6	papers	wf	_	paper%1|papers%1|paper%2	paper%1:10:02::	auto	31:37

# text = a long-distance telephone call at charges above a local rate
# id = 06274292-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	long-distance	wf	JJ	long-distance%3	_	un	2:15
3	_	glob|a	_	telephone_call%1	telephone_call%1:10:00::	man	_
4	telephone	cf|a	NN	telephone%1|telephone%2	_	un	16:25
5	call	cf|a	NN	call%1|call%2	_	un	26:30
6	at	wf	IN	at	_	ignore	31:33
7	charges	wf	NNS	charge%1|charge%2	_	un	34:41
8	above	wf	IN	above%1|above%3|above%4	_	un	42:47
9	a	wf	DT	a	_	ignore	48:49
10	local	wf	JJ	local%1|local%3	local%3:01:01::	man	50:55
11	rate	wf	NN	rate%1|rate%2	_	un	56:60

# text = a telephone connection; 
# id = 06272803-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	telephone	wf	NN	telephone%1|telephone%2	telephone%1:10:00::	man	2:11
3	connection	wf	NN	connection%1	connection%1:04:00::	man	12:22
4	;	wf	punc	_	_	ignore	22:23

# text = she reported several anonymous calls
# id = 06272803-n-2
# type = ex
1	she	wf	_	she	_	ignore	0:3
2	reported	wf	_	report%2|reported%3	_	un	4:12
3	several	wf	_	several%3	_	un	13:20
4	anonymous	wf	_	anonymous%3	_	un	21:30
5	calls	wf	_	call%1|call%2	call%1:10:01::	auto	31:36

# text = he placed a phone call to London
# id = 06272803-n-3
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	placed	wf	_	place%2|placed%3	_	un	3:9
3	a	wf	_	a	_	ignore	10:11
4	_	glob|a	_	phone_call%1	phone_call%1:10:00::	auto	_
5	phone	cf|a	_	phone%1|phone%2	_	un	12:17
6	call	cf|a	_	call%1|call%2	_	un	18:22
7	to	wf	_	to	_	ignore	23:25
8	London	wf	_	London%1	_	un	26:32

# text = he heard the phone ringing but didn't want to take the call
# id = 06272803-n-4
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	heard	wf	_	hear%2|heard%3	_	un	3:8
3	the	wf	_	the	_	ignore	9:12
4	phone	wf	_	phone%1|phone%2	_	un	13:18
5	ringing	wf	_	ringing%1|ring%2	_	un	19:26
6	but	wf	_	but	_	ignore	27:30
7	did	wf	_	do%2	_	un	31:34
8	n't	wf	_	not%4	_	un	34:37
9	want	wf	_	want%1|want%2	_	un	38:42
10	to	wf	_	to	_	ignore	43:45
11	take	wf	_	take%1|take%2	_	un	46:50
12	the	wf	_	the	_	ignore	51:54
13	call	wf	_	call%1|call%2	call%1:10:01::	auto	55:59

# text = a telephone call in which more than two people participate
# id = 06274408-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	telephone_call%1	telephone_call%1:10:00::	man	_
3	telephone	cf|a	NN	telephone%1|telephone%2	_	un	2:11
4	call	cf|a	NN	call%1|call%2	_	un	12:16
5	in	wf	IN	in	_	ignore	17:19
6	which	wf	WDT	which	_	ignore	20:25
7	more	wf	JJR	many%3|more%3|much%3|more%4|much%4	_	ignore	26:30
8	than	wf	IN	than	_	ignore	31:35
9	two	wf	CD	two	_	ignore	36:39
10	people	wf	NNS	people%1|people%2	_	un	40:46
11	participate	wf	VB	participate%2	participate%2:41:00::	man	47:58

# text = a telephone call to a radio station or a television station in which the caller participates in the on-going program
# id = 06273555-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|b	_	telephone_call%1	telephone_call%1:10:00::	auto	_
3	telephone	cf|b	NN	telephone%1|telephone%2	_	un	2:11
4	call	cf|b	NN	call%1|call%2	_	un	12:16
5	to	wf	TO	to	_	ignore	17:19
6	a	wf	DT	a	_	ignore	20:21
7	_	glob|c	_	radio_station%1	radio_station%1:06:00::	man	_
8	radio	cf|c	JJ	radio%1|radio%2|radio%3	_	un	22:27
9	station	cf|c	NN	station%1|station%2	_	un	28:35
10	or	wf	CC	or	_	ignore	36:38
11	a	wf	DT	a	_	ignore	39:40
12	_	glob|a	_	television_station%1	television_station%1:06:00::	man	_
13	television	cf|a	NN	television%1	_	un	41:51
14	station	cf|a	NN	station%1|station%2	_	un	52:59
15	in	wf	IN	in	_	ignore	60:62
16	which	wf	WDT	which	_	ignore	63:68
17	the	wf	DT	the	_	ignore	69:72
18	caller	wf	NN	caller%1|caller%3	caller%1:18:01::	man	73:79
19	participates	wf	VBZ	participate%2	participate%2:41:00::	man	80:92
20	in	wf	IN	in	_	ignore	93:95
21	the	wf	DT	the	_	ignore	96:99
22	on-going	wf	JJ	on-going%3	ongoing%5:00:00:current:00	auto	100:108
23	program	wf	NN	program%1|program%2	program%1:10:01::	man	109:116

# text = a telegram sent abroad
# id = 06275095-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	telegram	wf	NN	telegram%1	telegram%1:10:00::	auto	2:10
3	sent	wf	VBN	sent%1|send%2|sent%3	_	un	11:15
