# text = the alignment of the Earth and a planet on the same side of the sun
# id = 07415396-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	alignment	wf	NN	alignment%1	alignment%1:11:00::	man	4:13
3	of	wf	IN	of	_	ignore	14:16
4	the	wf	DT	the	_	ignore	17:20
5	Earth	wf	NNP	Earth%1	_	un	21:26
6	and	wf	CC	and	_	ignore	27:30
7	a	wf	DT	a	_	ignore	31:32
8	planet	wf	NN	planet%1	planet%1:17:00::	man	33:39
9	on	wf	IN	on	_	ignore	40:42
10	the	wf	DT	the	_	ignore	43:46
11	same	wf	JJ	same%3	_	un	47:51
12	side	wf	NN	side%1|side%2|side%3	side%1:15:02::	man	52:56
13	of	wf	IN	of	_	ignore	57:59
14	the	wf	DT	the	_	ignore	60:63
15	sun	wf	NN	sun%1|sun%2	sun%1:17:00::	man	64:67

# text = the alignment of the Earth and a planet on the opposite side of the sun
# id = 07415561-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	alignment	wf	NN	alignment%1	alignment%1:11:00::	man	4:13
3	of	wf	IN	of	_	ignore	14:16
4	the	wf	DT	the	_	ignore	17:20
5	Earth	wf	NNP	Earth%1	_	un	21:26
6	and	wf	CC	and	_	ignore	27:30
7	a	wf	DT	a	_	ignore	31:32
8	planet	wf	NN	planet%1	planet%1:17:00::	man	33:39
9	on	wf	IN	on	_	ignore	40:42
10	the	wf	DT	the	_	ignore	43:46
11	opposite	wf	JJ	opposite%1|opposite%3|opposite%4	_	un	47:55
12	side	wf	NN	side%1|side%2|side%3	side%1:15:02::	man	56:60
13	of	wf	IN	of	_	ignore	61:63
14	the	wf	DT	the	_	ignore	64:67
15	sun	wf	NN	sun%1|sun%2	sun%1:17:00::	man	68:71

# text = the conversion of alternating current to direct current
# id = 07416308-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	conversion	wf	NN	conversion%1	conversion%1:11:00::	man	4:14
3	of	wf	IN	of	_	ignore	15:17
4	_	glob|a	_	alternating_current%1	alternating_current%1:19:00::	auto	_
5	alternating	cf|a	VBG	alternate%2|alternating%3	_	un	18:29
6	current	cf|a	NN	current%1|current%3	_	un	30:37
7	to	wf	TO	to	_	ignore	38:40
8	_	glob|b	_	direct_current%1	direct_current%1:19:00::	man	_
9	direct	cf|b	VB	direct%2|direct%3|direct%4	_	un	41:47
10	current	cf|b	NN	current%1|current%3	_	un	48:55

# text = an event that results in a transformation
# id = 07415730-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
