# text = determine the presence or properties of (a substance)
# id = 00920778-v-1
# type = def
1	determine	wf	VB	determine%2	_	un	0:9
2	the	wf	DT	the	_	ignore	10:13
3	presence	wf	NN	presence%1	presence%1:26:00::	man	14:22
4	or	wf	CC	or	_	ignore	23:25
5	properties	wf	NNS	property%1	property%1:07:00::	man	26:36
6	of	wf	IN	of	_	ignore	37:39
7	_	aux	_	_	_	_	_
8	(	wf	punc	_	_	ignore	40:41
9	a	wf	DT	a	_	ignore	41:42
10	substance	wf	NN	substance%1	_	un	43:52
11	)	wf	punc	_	_	ignore	52:53
12	_	aux	_	_	_	_	_

# text = determine the refracting power of (a lens)
# id = 00920929-v-1
# type = def
1	determine	wf	VB	determine%2	_	un	0:9
2	the	wf	DT	the	_	ignore	10:13
3	refracting	wf	VBG	refract%2	refract%2:39:00::	man	14:24
4	power	wf	NN	power%1|power%2	_	un	25:30
5	of	wf	IN	of	_	ignore	31:33
6	_	aux	_	_	_	_	_
7	(	wf	punc	_	_	ignore	34:35
8	a	wf	DT	a	_	ignore	35:36
9	lens	wf	NN	lens%1	lens%1:06:00::	man	37:41
10	)	wf	punc	_	_	ignore	41:42
11	_	aux	_	_	_	_	_

# text = establish after a calculation, investigation, experiment, survey, or study; 
# id = 00918872-v-1
# type = def
1	establish	wf	VB	establish%2	_	un	0:9
2	after	wf	IN	after%3|after%4	_	un	10:15
3	a	wf	DT	a	_	ignore	16:17
4	calculation	wf	NN	calculation%1	calculation%1:04:00::	man	18:29
5	,	wf	punc	_	_	ignore	29:30
6	investigation	wf	NN	investigation%1	investigation%1:04:00::	man	31:44
7	,	wf	punc	_	_	ignore	44:45
8	experiment	wf	NN	experiment%1|experiment%2	experiment%1:04:00::|experiment%1:09:00::	man	46:56
9	,	wf	punc	_	_	ignore	56:57
10	survey	wf	NN	survey%1|survey%2	_	un	58:64
11	,	wf	punc	_	_	ignore	64:65
12	or	wf	CC	or	_	ignore	66:68
13	study	wf	NN	study%1|study%2	study%1:04:00::	man	69:74
14	;	wf	punc	_	_	ignore	74:75

# text = find the product of two numbers
# id = 00918872-v-2
# type = ex
1	find	wf	_	find%1|find%2	find%2:32:00::	auto	0:4
2	the	wf	_	the	_	ignore	5:8
3	product	wf	_	product%1	_	un	9:16
4	of	wf	_	of	_	ignore	17:19
5	two	wf	_	two	_	ignore	20:23
6	numbers	wf	_	number%1|numbers%1|number%2	_	un	24:31

# text = The physicist who found the elusive particle won the Nobel Prize
# id = 00918872-v-3
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	physicist	wf	_	physicist%1	_	un	4:13
3	who	wf	_	who	_	ignore	14:17
4	found	wf	_	found%1|find%2|found%2|found%3	find%2:32:00::	auto	18:23
5	the	wf	_	the	_	ignore	24:27
6	elusive	wf	_	elusive%3	_	un	28:35
7	particle	wf	_	particle%1	_	un	36:44
8	won	wf	_	won%1|win%2|won%3	_	un	45:48
9	the	wf	_	the	_	ignore	49:52
10	Nobel	wf	_	Nobel%1	_	un	53:58
11	Prize	wf	_	Prize	_	un	59:64

# text = determine the capacity, volume, or contents of by measurement and calculation; 
# id = 00919424-v-1
# type = def
1	determine	wf	VB	determine%2	_	un	0:9
2	the	wf	DT	the	_	ignore	10:13
3	capacity	wf	NN	capacity%1	_	un	14:22
4	,	wf	punc	_	_	ignore	22:23
5	volume	wf	NN	volume%1	volume%1:23:00::	man	24:30
6	,	wf	punc	_	_	ignore	30:31
7	or	wf	CC	or	_	ignore	32:34
8	contents	wf	NNS	content%1|contents%1|content%2	_	un	35:43
9	of	wf	IN	of	_	ignore	44:46
10	by	wf	IN	by	_	ignore	47:49
11	measurement	wf	NN	measurement%1	measurement%1:04:00::	auto	50:61
12	and	wf	CC	and	_	ignore	62:65
13	calculation	wf	NN	calculation%1	calculation%1:09:00::	man	66:77
14	;	wf	punc	_	_	ignore	77:78

# text = gauge the wine barrels
# id = 00919424-v-2
# type = ex
