# text = with head or back bent low; 
# id = 01206916-s-1
# type = def
1	with	wf	IN	with	_	ignore	0:4
2	head	wf	NN	head%1|head%2	head%1:08:00::	man	5:9
3	or	wf	CC	or	_	ignore	10:12
4	back	wf	NN	back%1|back%2|back%3|back%4	back%1:08:00::	man	13:17
5	bent	wf	VBD	bent%1|bend%2|bent%3	bend%2:38:03::	man	18:22
6	low	wf	JJ	low%1|low%2|low%3|low%4	_	un	23:26
7	;	wf	punc	_	_	ignore	26:27

# text = a deep bow
# id = 01206916-s-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	deep	wf	_	deep%1|deep%3|deep%4	deep%5:00:00:low:01	auto	2:6
3	bow	wf	_	bow%1|bow%2	_	un	7:10

# text = classified according to various criteria into successive levels or layers; 
# id = 01203288-a-1
# type = def
1	classified	wf	VBN	classified%1|classify%2|classified%3	classify%2:31:00::	man	0:10
2	according	wf	RB	accord%2|according%3	_	ignore	11:20
3	to	wf	IN	to	_	ignore	21:23
4	various	wf	JJ	various%3	_	un	24:31
5	criteria	wf	NNS	criterion%1	_	un	32:40
6	into	wf	IN	into	_	ignore	41:45
7	successive	wf	JJ	successive%3	successive%5:00:00:ordered:00	auto	46:56
8	levels	wf	NNS	level%1|level%2	_	un	57:63
9	or	wf	CC	or	_	ignore	64:66
10	layers	wf	NNS	layer%1|layer%2	layer%1:15:00::	man	67:73
11	;	wf	punc	_	_	ignore	73:74

# text = it has been said that only a hierarchical society with a leisure class at the top can produce works of art
# id = 01203288-a-2
# type = ex
1	it	wf	_	it	_	ignore	0:2
2	has	wf	_	have%2	_	un	3:6
3	been	wf	_	be%2	_	un	7:11
4	said	wf	_	say%2|said%3	_	un	12:16
5	that	wf	_	that	_	ignore	17:21
6	only	wf	_	only%3|only%4	_	un	22:26
7	a	wf	_	a	_	ignore	27:28
8	hierarchical	wf	_	hierarchical%3	hierarchical%3:00:00::	auto	29:41
9	society	wf	_	society%1	_	un	42:49
10	with	wf	_	with	_	ignore	50:54
11	a	wf	_	a	_	ignore	55:56
12	leisure	wf	_	leisure%1	_	un	57:64
13	class	wf	_	class%1|class%2	_	un	65:70
14	at	wf	_	at	_	ignore	71:73
15	the	wf	_	the	_	ignore	74:77
16	top	wf	_	top%1|top%2|top%3	_	un	78:81
17	can	wf	_	can%1|can%2	_	un	82:85
18	produce	wf	_	produce%1|produce%2	_	un	86:93
19	works	wf	_	work%1|works%1|work%2	_	un	94:99
20	of	wf	_	of	_	ignore	100:102
21	art	wf	_	art%1	_	un	103:106

# text = in her hierarchical set of values honesty comes first
# id = 01203288-a-3
# type = ex
1	in	wf	_	in	_	ignore	0:2
2	her	wf	_	her	_	ignore	3:6
3	hierarchical	wf	_	hierarchical%3	hierarchical%3:00:00::	auto	7:19
4	set	wf	_	set%1|set%2|set%3	_	un	20:23
5	of	wf	_	of	_	ignore	24:26
6	values	wf	_	value%1|values%1|value%2	_	un	27:33
7	honesty	wf	_	honesty%1	_	un	34:41
8	comes	wf	_	come%2	_	un	42:47
9	first	wf	_	first%1|first%3|first%4	_	un	48:53

# text = used of a height or viewpoint; 
# id = 01205232-s-1
# type = def
1	used	wf	VBN	use%2|used%3	_	un	0:4
2	of	wf	IN	of	_	ignore	5:7
3	a	wf	DT	a	_	ignore	8:9
4	height	wf	NN	height%1	height%1:07:02::	man	10:16
5	or	wf	CC	or	_	ignore	17:19
6	viewpoint	wf	NN	viewpoint%1	viewpoint%1:15:00::	man	20:29
7	;	wf	punc	_	_	ignore	29:30

# text = a commanding view of the ocean
# id = 01205232-s-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	commanding	wf	_	command%2|commanding%3	commanding%5:00:00:high:01	auto	2:12
3	view	wf	_	view%1|view%2	_	un	13:17
4	of	wf	_	of	_	ignore	18:20
5	the	wf	_	the	_	ignore	21:24
6	ocean	wf	_	ocean%1	_	un	25:30

# text = looked up at the castle dominating the countryside
# id = 01205232-s-3
# type = ex
1	looked	wf	_	look%2	_	un	0:6
2	up	wf	_	up%2|up%3|up%4	_	un	7:9
3	at	wf	_	at	_	ignore	10:12
4	the	wf	_	the	_	ignore	13:16
5	castle	wf	_	castle%1|castle%2	_	un	17:23
6	dominating	wf	_	dominate%2|dominating%3	dominating%5:00:00:high:01	auto	24:34
7	the	wf	_	the	_	ignore	35:38
8	countryside	wf	_	countryside%1	_	un	39:50

# text = the balcony overlooking the ballroom
# id = 01205232-s-4
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	balcony	wf	_	balcony%1	_	un	4:11
3	overlooking	wf	_	overlook%2|overlooking%3	overlooking%5:00:00:high:01	auto	12:23
4	the	wf	_	the	_	ignore	24:27
5	ballroom	wf	_	ballroom%1	_	un	28:36

# text = of a slope; set at a high angle; 
# id = 01206164-s-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	a	wf	DT	a	_	ignore	3:4
3	slope	wf	NN	slope%1|slope%2	slope%1:17:00::	man	5:10
4	;	wf	punc	_	_	ignore	10:11
5	set	wf	VBN	set%1|set%2|set%3	_	un	12:15
6	at	wf	IN	at	_	ignore	16:18
7	a	wf	DT	a	_	ignore	19:20
