# text = duct tape holds the world together
# id = 03253516-n-2
# type = ex
1	_	glob|c	_	duct_tape%1	duct_tape%1:06:00::	auto	_
2	duct	cf|c	_	duct%1	_	un	0:4
3	tape	cf|c	_	tape%1|tape%2	_	un	5:9
4	holds	wf	_	hold%1|hold%2	_	un	10:15
5	the	wf	_	the	_	ignore	16:19
6	world	wf	_	world%1|world%3	_	un	20:25
7	together	wf	_	together%3|together%4	_	un	26:34

# text = a trapezoidal zither whose metal strings are struck with light hammers
# id = 03254737-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	trapezoidal	wf	JJ	trapezoidal%3	trapezoidal%3:01:00::	auto	2:13
3	zither	wf	NN	zither%1	zither%1:06:00::	auto	14:20
4	whose	wf	WP$	whose	_	ignore	21:26
5	metal	wf	JJ	metal%1|metal%2|metal%3	metal%3:00:00::	man	27:32
6	strings	wf	NNS	string%1|strings%1|string%2	string%1:06:03::	man	33:40
7	are	wf	VBP	are%1|be%2	_	un	41:44
8	struck	wf	VBN	strike%2|struck%3	strike%2:35:00::	man	45:51
9	with	wf	IN	with	_	ignore	52:56
10	light	wf	JJ	light%1|light%2|light%3|light%4	light%3:00:01::	man	57:62
11	hammers	wf	NNS	hammer%1|hammer%2	_	un	63:70

# text = a figure representing the human form
# id = 03255648-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	figure	wf	NN	figure%1|figure%2	figure%1:06:00::	man	2:8
3	representing	wf	VBG	represent%2	represent%2:32:02::	man	9:21
4	the	wf	DT	the	_	ignore	22:25
5	human	wf	JJ	human%1|human%3	human%3:01:00::	man	26:31
6	form	wf	NN	form%1|form%2	form%1:08:00::	man	32:36

# text = either of two low shelters on either side of a baseball diamond where the players and coaches sit during the game
# id = 03254189-n-1
# type = def
1	either	wf	CC	either	_	ignore	0:6
2	of	wf	IN	of	_	ignore	7:9
3	two	wf	CD	two	_	ignore	10:13
4	low	wf	JJ	low%1|low%2|low%3|low%4	_	un	14:17
5	shelters	wf	NNS	shelter%1|shelter%2	shelter%1:06:00::	man	18:26
6	on	wf	IN	on	_	ignore	27:29
7	either	wf	DT	either	_	ignore	30:36
8	side	wf	NN	side%1|side%2|side%3	_	un	37:41
9	of	wf	IN	of	_	ignore	42:44
10	a	wf	DT	a	_	ignore	45:46
11	_	glob|a	_	baseball_diamond%1	baseball_diamond%1:06:00::	man	_
12	baseball	cf|a	NN	baseball%1	_	un	47:55
13	diamond	cf|a	NN	diamond%1	_	un	56:63
14	where	wf	WRB	where	_	ignore	64:69
15	the	wf	DT	the	_	ignore	70:73
16	players	wf	NNS	player%1	player%1:18:01::	man	74:81
17	and	wf	CC	and	_	ignore	82:85
18	coaches	wf	NN	coach%1|coach%2	coach%1:18:01::	man	86:93
19	sit	wf	VBP	sit%2	_	un	94:97
20	during	wf	IN	during	_	ignore	98:104
21	the	wf	DT	the	_	ignore	105:108
22	game	wf	NN	game%1|game%2|game%3	game%1:04:03::	man	109:113

# text = a fly (fisherman's lure) that skims the surface of the water
# id = 03251932-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	fly	wf	NN	fly%1|fly%2|fly%3	fly%1:06:02::	man	2:5
3	(	wf	punc	_	_	ignore	6:7
4	_	glob|a	_	fisherman's_lure%1	fisherman's_lure%1:06:00::	auto	_
5	fisherman's	cf|a	NN	fisherman%1	_	un	7:18
6	lure	cf|a	NN	lure%1|lure%2	_	un	19:23
7	)	wf	punc	_	_	ignore	23:24
8	that	wf	WDT	that	_	ignore	25:29
9	skims	wf	VBZ	skim%1|skim%2	skim%2:38:00::	man	30:35
10	the	wf	DT	the	_	ignore	36:39
11	surface	wf	NN	surface%1|surface%2|surface%3	surface%1:15:00::	man	40:47
12	of	wf	IN	of	_	ignore	48:50
13	the	wf	DT	the	_	ignore	51:54
14	water	wf	NN	water%1|water%2	water%1:27:00::	man	55:60

# text = an exercising weight; two spheres connected by a short bar that serves as a handle
# id = 03255030-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
2	_	glob|a	_	exercising_weight%1	exercising_weight%1:06:00::	auto	_
3	exercising	cf|a	NN	exercising%1|exercise%2	_	un	3:13
4	weight	cf|a	NN	weight%1|weight%2	_	un	14:20
5	;	wf	punc	_	_	ignore	20:21
6	two	wf	CD	two	_	ignore	22:25
