# text = showing lack of care for consequences; 
# id = 01997910-a-1
# type = def
1	showing	wf	VBG	showing%1|show%2	show%2:32:02::	man	0:7
2	lack	wf	NN	lack%1|lack%2	lack%1:26:00::	man	8:12
3	of	wf	IN	of	_	ignore	13:15
4	care	wf	NN	care%1|care%2	care%1:12:01::	man	16:20
5	for	wf	IN	for	_	ignore	21:24
6	consequences	wf	NNS	consequence%1	_	un	25:37
7	;	wf	punc	_	_	ignore	37:38

# text = behaved like an irresponsible idiot
# id = 01997910-a-2
# type = ex
1	behaved	wf	_	behave%2	_	un	0:7
2	like	wf	_	like%1|like%2|like%3	_	un	8:12
3	an	wf	_	an	_	ignore	13:15
4	irresponsible	wf	_	irresponsible%3	irresponsible%3:00:00::	auto	16:29
5	idiot	wf	_	idiot%1	_	un	30:35

# text = hasty and irresponsible action
# id = 01997910-a-3
# type = ex
1	hasty	wf	_	hasty%3	_	un	0:5
2	and	wf	_	and	_	ignore	6:9
3	irresponsible	wf	_	irresponsible%3	irresponsible%3:00:00::	auto	10:23
4	action	wf	_	action%1|action%2	_	un	24:30

# text = free from control or responsibility
# id = 01999085-s-1
# type = def
1	free	wf	JJ	free%1|free%2|free%3|free%4	_	un	0:4
2	from	wf	IN	from	_	ignore	5:9
3	control	wf	NN	control%1|control%2	_	un	10:17
4	or	wf	CC	or	_	ignore	18:20
5	responsibility	wf	NN	responsibility%1	responsibility%1:07:00::	man	21:35

# text = under restraint
# id = 02000118-a-1
# type = def
1	under	wf	IN	under%3|under%4	_	un	0:5
2	restraint	wf	NN	restraint%1	restraint%1:06:00::	man	6:15

# text = cheerfully irresponsible; 
# id = 01998260-s-1
# type = def
1	cheerfully	wf	RB	cheerfully%4	cheerfully%4:02:00::	auto	0:10
2	irresponsible	wf	JJ	irresponsible%3	irresponsible%3:00:00::	auto	11:24
3	;	wf	punc	_	_	ignore	24:25

# text = carefree with his money
# id = 01998260-s-2
# type = ex
1	carefree	wf	_	carefree%3	carefree%5:00:00:irresponsible:00	auto	0:8
2	with	wf	_	with	_	ignore	9:13
3	his	wf	_	his	_	ignore	14:17
4	money	wf	_	money%1	_	un	18:23

# text = freewheeling urban youths
# id = 01998260-s-3
# type = ex
1	freewheeling	wf	_	freewheel%2|freewheeling%3	freewheeling%5:00:00:irresponsible:00	auto	0:12
2	urban	wf	_	urban%3	_	un	13:18
3	youths	wf	_	youth%1	_	un	19:25

# text = had a harum-scarum youth
# id = 01998260-s-4
# type = ex
1	had	wf	_	have%2	_	un	0:3
2	a	wf	_	a	_	ignore	4:5
3	harum-scarum	wf	_	harum-scarum%1|harum-scarum%3|harum-scarum%4	harum-scarum%5:00:00:irresponsible:00	auto	6:18
4	youth	wf	_	youth%1	_	un	19:24

# text = irresponsible in the use of firearms
# id = 01998989-s-1
# type = def
1	irresponsible	wf	JJ	irresponsible%3	irresponsible%3:00:00::	auto	0:13
2	in	wf	IN	in	_	ignore	14:16
3	the	wf	DT	the	_	ignore	17:20
4	use	wf	NN	use%1|use%2	_	un	21:24
5	of	wf	IN	of	_	ignore	25:27
6	firearms	wf	NNS	firearm%1	firearm%1:06:00::	auto	28:36

# text = not responding to some influence or stimulus
# id = 01999766-a-1
# type = def
1	not	wf	RB	not%4	not%4:02:00::	auto	0:3
2	responding	wf	VBG	respond%2	respond%2:31:00::	man	4:14
3	to	wf	TO	to	_	ignore	15:17
4	some	wf	DT	some	_	ignore	18:22
5	influence	wf	NN	influence%1|influence%2	_	un	23:32
6	or	wf	CC	or	_	ignore	33:35
7	stimulus	wf	NN	stimulus%1	stimulus%1:09:00::	auto	36:44

# text = characterized by inability or unwillingness to work toward a goal or assume responsibility; 
# id = 01998535-s-1
# type = def
1	characterized	wf	VBN	characterize%2	_	un	0:13
2	by	wf	IN	by	_	ignore	14:16
3	inability	wf	NN	inability%1	inability%1:09:00::	man	17:26
4	or	wf	CC	or	_	ignore	27:29
5	unwillingness	wf	NN	unwillingness%1	unwillingness%1:07:00::	auto	30:43
6	to	wf	TO	to	_	ignore	44:46
7	work	wf	VB	work%1|work%2	_	un	47:51
8	toward	wf	IN	toward	_	ignore	52:58
9	a	wf	DT	a	_	ignore	59:60
10	goal	wf	NN	goal%1	goal%1:09:00::	man	61:65
11	or	wf	CC	or	_	ignore	66:68
12	assume	wf	VB	assume%2	assume%2:41:00::	man	69:75
13	responsibility	wf	NN	responsibility%1	responsibility%1:07:00::	man	76:90
14	;	wf	punc	_	_	ignore	90:91

# text = a do-nothing government
# id = 01998535-s-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	do-nothing	wf	_	do-nothing%1|do-nothing%3	do-nothing%5:00:00:irresponsible:00	auto	2:12
3	government	wf	_	government%1	_	un	13:23

# text = liable to account for one's actions; 
# id = 01996875-s-1
# type = def
1	liable	wf	JJ	liable%3	liable%5:00:00:susceptible:00	man	0:6
2	to	wf	TO	to	_	ignore	7:9
3	_	glob|a	_	account_for%2	account_for%2:32:00::	man	_
4	account	cf|a	VB	account%1|account%2	_	un	10:17
5	for	cf|a	IN	for	_	ignore	18:21
6	one's	wf	PRP$	one%1	_	un	22:27
7	actions	wf	NNS	action%1|action%2	action%1:04:02::	man	28:35
8	;	wf	punc	_	_	ignore	35:36

# text = governments must be accountable to someone beside themselves
# id = 01996875-s-2
# type = ex
1	governments	wf	_	government%1	_	un	0:11
2	must	wf	_	must%1|must%3	_	un	12:16
3	be	wf	_	be%2	_	un	17:19
4	accountable	wf	_	accountable%3	accountable%5:00:00:responsible:00	auto	20:31
5	to	wf	_	to	_	ignore	32:34
6	someone	wf	_	someone%1	_	un	35:42
7	beside	wf	_	beside	_	ignore	43:49
8	themselves	wf	_	themselves	_	ignore	50:60

# text = fully accountable for what they did
# id = 01996875-s-3
# type = ex
1	fully	wf	_	fully%4	_	un	0:5
2	accountable	wf	_	accountable%3	accountable%5:00:00:responsible:00	auto	6:17
3	for	wf	_	for	_	ignore	18:21
4	what	wf	_	what	_	ignore	22:26
5	they	wf	_	they	_	ignore	27:31
6	did	wf	_	do%2	_	un	32:35

# text = the court held the parents answerable for their minor child's acts of vandalism
# id = 01996875-s-4
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	court	wf	_	court%1|court%2	_	un	4:9
3	held	wf	_	hold%2|held%3	_	un	10:14
4	the	wf	_	the	_	ignore	15:18
5	parents	wf	_	parent%1|parent%2	_	un	19:26
6	answerable	wf	_	answerable%3	_	un	27:37
7	for	wf	_	for	_	ignore	38:41
8	their	wf	_	their	_	ignore	42:47
9	minor	wf	_	minor%1|minor%3	_	un	48:53
10	child's	wf	_	child%1	child%1:18:00::	man	54:61
11	acts	wf	_	act%1|act%2	_	un	62:66
12	of	wf	_	of	_	ignore	67:69
13	vandalism	wf	_	vandalism%1	vandalism%1:04:00::	man	70:79

# text = he was answerable to no one
# id = 01996875-s-5
# type = ex
1	he	wf	_	he	_	ignore	0:2
2	was	wf	_	be%2	_	un	3:6
3	answerable	wf	_	answerable%3	_	un	7:17
4	to	wf	_	to	_	ignore	18:20
5	no	wf	_	no%1|no%3|no%4	_	ignore	21:23
6	one	wf	_	one	_	ignore	24:27

# text = replying; 
# id = 01999608-s-1
# type = def
1	replying	wf	VBG	reply%2	_	un	0:8
2	;	wf	punc	_	_	ignore	8:9

# text = an answering glance
# id = 01999608-s-2
# type = ex
1	an	wf	_	an	_	ignore	0:2
2	answering	wf	_	answer%2|answering%3	answering%5:00:00:responsive:00	auto	3:12
3	glance	wf	_	glance%1|glance%2	_	un	13:19

# text = an answering smile
# id = 01999608-s-3
# type = ex
1	an	wf	_	an	_	ignore	0:2
2	answering	wf	_	answer%2|answering%3	answering%5:00:00:responsive:00	auto	3:12
3	smile	wf	_	smile%1|smile%2	_	un	13:18

# text = having a back or backing, usually of a specified type
# id = 00200026-a-1
# type = def
1	having	wf	VBG	have%2	_	un	0:6
2	a	wf	DT	a	_	ignore	7:8
