# text = ready for emergency use; 
# id = 01855086-s-1
# type = def
1	ready	wf	JJ	ready%1|ready%2|ready%3	_	un	0:5
2	for	wf	IN	for	_	ignore	6:9
3	emergency	wf	NN	emergency%1	emergency%1:11:00::	man	10:19
4	use	wf	NN	use%1|use%2	_	un	20:23
5	;	wf	punc	_	_	ignore	23:24

# text = a standby generator
# id = 01855086-s-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	standby	wf	_	standby%1|standby%3	standby%5:00:00:secondary:01	auto	2:9
3	generator	wf	_	generator%1	_	un	10:19

# text = a standby crew
# id = 01855086-s-3
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	standby	wf	_	standby%1|standby%3	standby%5:00:00:secondary:01	auto	2:9
3	crew	wf	_	crew%1|crew%2|crow%2	_	un	10:14

# text = not having been filled; 
# id = 00185509-s-1
# type = def
1	not	wf	RB	not%4	not%4:02:00::	auto	0:3
2	having	wf	VBG	have%2	_	un	4:10
3	been	wf	VBN	be%2	_	un	11:15
4	filled	wf	VBN	fill%2|filled%3	_	un	16:22
5	;	wf	punc	_	_	ignore	22:23

# text = the job is still open
# id = 00185509-s-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	job	wf	_	job%1|job%2	_	un	4:7
3	is	wf	_	i%1|be%2	_	un	8:10
4	still	wf	_	still%1|still%2|still%3|still%4	_	un	11:16
5	open	wf	_	open%1|open%2|open%3	open%5:00:00:available:00	auto	17:21

# text = experienced at secondhand; 
# id = 01855621-s-1
# type = def
1	experienced	wf	VBN	experience%2|experienced%3	_	un	0:11
2	at	wf	IN	at	_	ignore	12:14
3	secondhand	wf	JJ	secondhand%3|secondhand%4	secondhand%5:00:00:secondary:01	man	15:25
4	;	wf	punc	_	_	ignore	25:26

# text = read about mountain climbing and felt vicarious excitement
# id = 01855621-s-2
# type = ex
1	read	wf	_	read%1|read%2	_	un	0:4
2	about	wf	_	about%3|about%4	_	un	5:10
3	mountain	wf	_	mountain%1	mountain%1:17:00::	man	11:19
4	climbing	wf	_	climbing%1|climb%2	_	un	20:28
5	and	wf	_	and	_	ignore	29:32
6	felt	wf	_	felt%1|feel%2|felt%2	_	un	33:37
7	vicarious	wf	_	vicarious%3	vicarious%5:00:00:secondary:01	auto	38:47
8	excitement	wf	_	excitement%1	_	un	48:58

# text = derived from what is primary or original by two intermediate steps; 
# id = 01855204-s-1
# type = def
1	derived	wf	VBN	derive%2|derived%3	derive%2:40:00::	man	0:7
2	from	wf	IN	from	_	ignore	8:12
3	what	wf	WP	what	_	ignore	13:17
4	is	wf	VBZ	i%1|be%2	_	un	18:20
5	primary	wf	JJ	primary%1|primary%3	primary%5:00:00:underived:00	man	21:28
6	or	wf	CC	or	_	ignore	29:31
7	original	wf	JJ	original%1|original%3	_	un	32:40
8	by	wf	IN	by	_	ignore	41:43
9	two	wf	CD	two	_	ignore	44:47
10	intermediate	wf	JJ	intermediate%1|intermediate%2|intermediate%3	_	un	48:60
11	steps	wf	NNS	step%1|steps%1|step%2	_	un	61:66
12	;	wf	punc	_	_	ignore	66:67

# text = a thirdhand report
# id = 01855204-s-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	thirdhand	wf	_	thirdhand%3|thirdhand%4	thirdhand%5:00:00:secondary:01	auto	2:11
3	report	wf	_	report%1|report%2	_	un	12:18

# text = serving as or forming a base; 
# id = 01856066-s-1
# type = def
1	serving	wf	VBG	serving%1|serve%2	_	un	0:7
2	as	wf	IN	as	_	ignore	8:10
3	or	wf	CC	or	_	ignore	11:13
4	forming	wf	VBG	form%2	form%2:42:02::	man	14:21
5	a	wf	DT	a	_	ignore	22:23
