# text = organize anew, as after a setback
# id = 02433381-v-1
# type = def
1	organize	wf	VB	organize%2	organize%2:41:01::	man	0:8
2	anew	wf	RB	anew%4	anew%4:02:00::	auto	9:13
3	,	wf	punc	_	_	ignore	13:14
4	as	wf	RB	as	_	ignore	15:17
5	after	wf	IN	after%3|after%4	_	un	18:23
6	a	wf	DT	a	_	ignore	24:25
7	setback	wf	NN	setback%1	setback%1:11:01::	man	26:33

# text = work in an administrative capacity; supervise or be in charge of; 
# id = 02431971-v-1
# type = def
1	work	wf	VB	work%1|work%2	_	un	0:4
2	in	wf	IN	in	_	ignore	5:7
3	an	wf	DT	an	_	ignore	8:10
4	administrative	wf	JJ	administrative%3	administrative%3:01:00::	auto	11:25
5	capacity	wf	NN	capacity%1	_	un	26:34
6	;	wf	punc	_	_	ignore	34:35
7	supervise	wf	VB	supervise%2	supervise%2:41:00::	man	36:45
8	or	wf	CC	or	_	ignore	46:48
9	be	wf	VB	be%2	_	un	49:51
10	in	wf	IN	in	_	ignore	52:54
11	charge	wf	NN	charge%1|charge%2	_	ignore	55:61
12	of	wf	IN	of	_	ignore	62:64
13	;	wf	punc	_	_	ignore	64:65

# text = administer a program
# id = 02431971-v-2
# type = ex
1	administer	wf	_	administer%2	administer%2:41:00::	auto	0:10
2	a	wf	_	a	_	ignore	11:12
3	program	wf	_	program%1|program%2	_	un	13:20

# text = she administers the funds
# id = 02431971-v-3
# type = ex
1	she	wf	_	she	_	ignore	0:3
2	administers	wf	_	administer%2	administer%2:41:00::	auto	4:15
3	the	wf	_	the	_	ignore	16:19
4	funds	wf	_	fund%1|funds%1|fund%2	_	un	20:25

# text = adjourn by royal prerogative; without dissolving the legislative body
# id = 02428771-v-1
# type = def
1	adjourn	wf	VB	adjourn%2	adjourn%2:41:00::	man	0:7
2	by	wf	IN	by	_	ignore	8:10
3	royal	wf	JJ	royal%1|royal%3	royal%3:01:01::	man	11:16
4	prerogative	wf	NN	prerogative%1	prerogative%1:07:00::	auto	17:28
5	;	wf	punc	_	_	ignore	28:29
6	without	wf	IN	without	_	ignore	30:37
7	dissolving	wf	VBG	dissolving%1|dissolve%2	dissolve%2:30:09::	man	38:48
8	the	wf	DT	the	_	ignore	49:52
9	_	glob|a	_	legislative_body%1	legislative_body%1:14:00::	man	_
10	legislative	cf|a	JJ	legislative%3	_	un	53:64
11	body	cf|a	NN	body%1|body%2	_	un	65:69

# text = bring under collective control; of farms and industrial enterprises
# id = 02433767-v-1
# type = def
1	bring	wf	VB	bring%2	_	un	0:5
2	under	wf	IN	under%3|under%4	_	un	6:11
3	collective	wf	JJ	collective%1|collective%3	collective%5:00:00:socialistic:00	man	12:22
4	control	wf	NN	control%1|control%2	_	un	23:30
5	;	wf	punc	_	_	ignore	30:31
6	of	wf	IN	of	_	ignore	32:34
7	farms	wf	NN	farm%1|farm%2	farm%1:06:00::	man	35:40
8	and	wf	CC	and	_	ignore	41:44
9	_	glob|a	_	industrial_enterprise%1	industrial_enterprise%1:04:00::	auto	_
10	industrial	cf|a	JJ	industrial%3	_	un	45:55
11	enterprises	cf|a	NNS	enterprise%1	_	un	56:67

# text = discontinue an association or relation; go different ways; 
# id = 02431320-v-1
# type = def
1	discontinue	wf	VB	discontinue%2	discontinue%2:42:00::	man	0:11
2	an	wf	DT	an	_	ignore	12:14
3	association	wf	NN	association%1	association%1:26:00::|association%1:04:00::|association%1:14:00::	man	15:26
4	or	wf	CC	or	_	ignore	27:29
5	relation	wf	NN	relation%1	relation%1:03:00::	man	30:38
6	;	wf	punc	_	_	ignore	38:39
7	go	wf	VB	go%1|go%2|go%3	_	un	40:42
8	different	wf	JJ	different%3	_	un	43:52
9	ways	wf	NNS	way%1|ways%1	way%1:07:01::|way%1:04:00::	man	53:57
10	;	wf	punc	_	_	ignore	57:58

# text = The business partners broke over a tax question
# id = 02431320-v-2
# type = ex
1	The	wf	_	the	_	ignore	0:3
2	business	wf	_	business%1	_	un	4:12
3	partners	wf	_	partner%1|partner%2	_	un	13:21
4	broke	wf	_	break%2|broke%3	break%2:41:13::	auto	22:27
5	over	wf	_	over%1|over%3|over%4	_	un	28:32
6	a	wf	_	a	_	ignore	33:34
7	tax	wf	_	tax%1|tax%2	_	un	35:38
