# text = having a mouth or mouthlike opening
# id = 02310533-a-1
# type = def
1	having	wf	VBG	have%2	_	un	0:6
2	a	wf	DT	a	_	ignore	7:8
3	mouth	wf	NN	mouth%1|mouth%2	mouth%1:17:01::	man	9:14
4	or	wf	CC	or	_	ignore	15:17
5	mouthlike	wf	JJ	mouthlike%3	mouthlike%5:00:00:stomatous:00	auto	18:27
6	opening	wf	NN	opening%1|open%2|opening%3	opening%1:08:00::	man	28:35

# text = (used of physical stimuli) serving to stimulate or excite; 
# id = 02310185-s-1
# type = def
1	(	wf	punc	_	_	ignore	0:1
2	used	wf	VBN	use%2|used%3	_	un	1:5
3	of	wf	IN	of	_	ignore	6:8
4	physical	wf	JJ	physical%3	_	un	9:17
5	stimuli	wf	NNS	stimulus%1	stimulus%1:09:00::	auto	18:25
6	)	wf	punc	_	_	ignore	25:26
7	serving	wf	VBG	serving%1|serve%2	_	un	27:34
8	to	wf	TO	to	_	ignore	35:37
9	stimulate	wf	VB	stimulate%2	stimulate%2:30:00::	man	38:47
10	or	wf	CC	or	_	ignore	48:50
11	excite	wf	VB	excite%2	excite%2:30:00::	man	51:57
12	;	wf	punc	_	_	ignore	57:58

# text = an irritative agent
# id = 02310185-s-2
# type = ex
1	an	wf	_	an	_	ignore	0:2
2	irritative	wf	_	irritative%3	irritative%5:00:00:stimulative:00	auto	3:13
3	agent	wf	_	agent%1	_	un	14:19

# text = of an opening that resembles a mouth
# id = 02310679-s-1
# type = def
1	of	wf	IN	of	_	ignore	0:2
2	an	wf	DT	an	_	ignore	3:5
3	opening	wf	NN	opening%1|open%2|opening%3	opening%1:08:00::	man	6:13
4	that	wf	WDT	that	_	ignore	14:18
5	resembles	wf	VBZ	resemble%2	resemble%2:42:00::	auto	19:28
6	a	wf	DT	a	_	ignore	29:30
7	mouth	wf	NN	mouth%1|mouth%2	mouth%1:08:01::	man	31:36

# text = lacking interest or stimulation; dull and lifeless; 
# id = 02307729-s-1
# type = def
1	lacking	wf	VBG	lack%2|lacking%3	lack%2:42:00::	man	0:7
2	interest	wf	NN	interest%1|interest%2	interest%1:07:02::	man	8:16
3	or	wf	CC	or	_	ignore	17:19
4	stimulation	wf	NN	stimulation%1	stimulation%1:09:00::	man	20:31
5	;	wf	punc	_	_	ignore	31:32
6	dull	wf	JJ	dull%2|dull%3	dull%3:00:03::|dull%5:00:01:uninteresting:00	man	33:37
7	and	wf	CC	and	_	ignore	38:41
8	lifeless	wf	JJ	lifeless%3	_	un	42:50
9	;	wf	punc	_	_	ignore	50:51

# text = a dry book
# id = 02307729-s-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	dry	wf	_	dry%1|dry%2|dry%3	dry%5:00:00:unstimulating:00	auto	2:5
3	book	wf	_	book%1|book%2	_	un	6:10

# text = a dry lecture filled with trivial details
# id = 02307729-s-3
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	dry	wf	_	dry%1|dry%2|dry%3	dry%5:00:00:unstimulating:00	auto	2:5
3	lecture	wf	_	lecture%1|lecture%2	_	un	6:13
4	filled	wf	_	fill%2|filled%3	_	un	14:20
5	with	wf	_	with	_	ignore	21:25
6	trivial	wf	_	trivial%3	_	un	26:33
7	details	wf	_	detail%1|details%1|detail%2	_	un	34:41

# text = “dull and juiceless as only book knowledge can be when it is unrelated to...life” - John Mason Brown
# id = 02307729-s-4
# type = ex
1	“	wf	punc	_	_	ignore	0:1
2	dull	wf	_	dull%2|dull%3	_	un	1:5
3	and	wf	_	and	_	ignore	6:9
4	juiceless	wf	_	juiceless%3	juiceless%5:00:00:unstimulating:00	auto	10:19
5	as	wf	_	as	_	ignore	20:22
6	only	wf	_	only%3|only%4	_	un	23:27
7	book	wf	_	book%1|book%2	_	un	28:32
8	knowledge	wf	_	knowledge%1	_	un	33:42
9	can	wf	_	can%1|can%2	_	un	43:46
10	be	wf	_	be%2	_	un	47:49
11	when	wf	_	when	_	ignore	50:54
12	it	wf	_	it	_	ignore	55:57
13	is	wf	_	i%1|be%2	_	un	58:60
14	unrelated	wf	_	unrelated%3	_	un	61:70
15	to	wf	_	to	_	ignore	71:73
16	...	wf	punc	_	_	ignore	73:76
17	life	wf	_	life%1	_	un	76:80
18	”	wf	punc	_	_	ignore	80:81
19	-	wf	punc	_	_	ignore	82:83
20	John	wf	_	John%1	_	un	84:88
21	Mason	wf	_	Mason%1	_	un	89:94
22	Brown	wf	_	Brown%1	_	un	95:100

# text = in a straight line; 
# id = 02311190-s-1
# type = def
1	in	wf	IN	in	_	ignore	0:2
2	a	wf	DT	a	_	ignore	3:4
3	_	glob|a	_	straight_line%1	straight_line%1:25:00::	auto	_
4	straight	cf|a	JJ	straight%1|straight%3|straight%4	_	un	5:13
5	line	cf|a	NN	line%1|line%2	_	un	14:18
6	;	wf	punc	_	_	ignore	18:19

# text = pearly teeth evenly aligned
# id = 02311190-s-2
# type = ex
1	pearly	wf	_	pearly%1|pearly%3	_	un	0:6
2	teeth	wf	_	teeth%1|tooth%1	_	un	7:12
3	evenly	wf	_	evenly%4	evenly%4:02:00::	man	13:19
4	aligned	wf	_	align%2|aligned%3	aligned%5:00:00:straight:01	auto	20:27

# text = not twisted; formerly twisted but now straight
# id = 02311442-s-1
# type = def
1	not	wf	RB	not%4	not%4:02:00::	auto	0:3
2	twisted	wf	VBN	twist%2|twisted%3	_	un	4:11
3	;	wf	punc	_	_	ignore	11:12
4	formerly	wf	RB	formerly%4	formerly%4:02:00::	auto	13:21
5	twisted	wf	VBN	twist%2|twisted%3	_	un	22:29
6	but	wf	CC	but	_	ignore	30:33
7	now	wf	RB	now%1|now%4	_	un	34:37
8	straight	wf	JJ	straight%1|straight%3|straight%4	_	un	38:46

# text = curved down like an eagle's beak
# id = 02312354-s-1
# type = def
1	curved	wf	JJ	curve%2|curved%3	curved%3:00:00::	man	0:6
2	down	wf	RB	down%1|down%2|down%3|down%4	down%4:02:00::	man	7:11
3	like	wf	IN	like%1|like%2|like%3	like%3:00:00::	man	12:16
4	an	wf	DT	an	_	ignore	17:19
5	eagle's	wf	NN	eagle%1	eagle%1:05:00::	man	20:27
6	beak	wf	NN	beak%1|beak%2	beak%1:05:00::	man	28:32

# text = full of twists and turns; 
# id = 02312250-s-1
# type = def
1	full	wf	JJ	full%1|full%2|full%3|full%4	_	un	0:4
2	of	wf	IN	of	_	ignore	5:7
3	twists	wf	NNS	twist%1|twist%2	_	un	8:14
4	and	wf	CC	and	_	ignore	15:18
5	turns	wf	NNS	turn%1|turn%2	_	un	19:24
6	;	wf	punc	_	_	ignore	24:25

# text = anfractuous cliffs
# id = 02312250-s-2
# type = ex
1	anfractuous	wf	_	anfractuous%3	anfractuous%5:00:00:crooked:01	auto	0:11
2	cliffs	wf	_	cliff%1	_	un	12:18

# text = superior to another (of the same class or set or kind) in excellence or quality or desirability or suitability; more highly skilled than another; 
# id = 00230335-a-1
# type = def
1	superior	wf	JJ	superior%1|superior%3	superior%3:00:02::	man	0:8
2	to	wf	TO	to	_	ignore	9:11
3	another	wf	DT	another	_	ignore	12:19
4	(	wf	punc	_	_	ignore	20:21
5	of	wf	IN	of	_	ignore	21:23
6	the	wf	DT	the	_	ignore	24:27
7	same	wf	JJ	same%3	_	un	28:32
8	class	wf	NN	class%1|class%2	_	un	33:38
9	or	wf	CC	or	_	ignore	39:41
10	set	wf	NN	set%1|set%2|set%3	_	un	42:45
11	or	wf	CC	or	_	ignore	46:48
12	kind	wf	NN	kind%1|kind%3	kind%1:09:00::	man	49:53
13	)	wf	punc	_	_	ignore	53:54
14	in	wf	IN	in	_	ignore	55:57
15	excellence	wf	NN	excellence%1	excellence%1:07:00::	man	58:68
16	or	wf	CC	or	_	ignore	69:71
17	quality	wf	NN	quality%1|quality%3	_	un	72:79
18	or	wf	CC	or	_	ignore	80:82
19	desirability	wf	NN	desirability%1	desirability%1:07:00::	man	83:95
20	or	wf	CC	or	_	ignore	96:98
21	suitability	wf	NN	suitability%1	suitability%1:07:00::	auto	99:110
22	;	wf	punc	_	_	ignore	110:111
23	more	wf	DT	many%3|more%3|much%3|more%4|much%4	_	un	112:116
24	highly	wf	RB	highly%4	_	un	117:123
25	skilled	wf	JJ	skilled%3	skilled%3:00:00::	auto	124:131
26	than	wf	IN	than	_	ignore	132:136
27	another	wf	DT	another	_	ignore	137:144
28	;	wf	punc	_	_	ignore	144:145

# text = You're a better man than I am, Gunga Din
# id = 00230335-a-2
# type = ex
1	You	wf	_	you	_	ignore	0:3
2	're	wf	_	are%1|be%2	_	un	3:6
3	a	wf	_	a	_	ignore	7:8
4	better	wf	_	better%1|better%2|better%3|good%3|well%3|better%4|well%4	better%3:00:00::	auto	9:15
5	man	wf	_	man%1|man%2	_	un	16:19
6	than	wf	_	than	_	ignore	20:24
7	I	wf	_	I	_	ignore	25:26
8	am	wf	_	be%2	_	un	27:29
9	,	wf	punc	_	_	ignore	29:30
10	Gunga	wf	_	Gunga	_	un	31:36
11	Din	wf	_	Din	_	un	37:40

# text = a better coat
# id = 00230335-a-3
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	better	wf	_	better%1|better%2|better%3|good%3|well%3|better%4|well%4	better%3:00:00::	auto	2:8
3	coat	wf	_	coat%1|coat%2	_	un	9:13

# text = a better type of car
# id = 00230335-a-4
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	better	wf	_	better%1|better%2|better%3|good%3|well%3|better%4|well%4	better%3:00:00::	auto	2:8
3	type	wf	_	type%1|type%2	_	un	9:13
4	of	wf	_	of	_	ignore	14:16
5	car	wf	_	car%1	_	un	17:20

# text = a suit with a better fit
# id = 00230335-a-5
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	suit	wf	_	suit%1|suit%2	_	un	2:6
3	with	wf	_	with	_	ignore	7:11
4	a	wf	_	a	_	ignore	12:13
5	better	wf	_	better%1|better%2|better%3|good%3|well%3|better%4|well%4	better%3:00:00::	auto	14:20
6	fit	wf	_	fit%1|fit%2|fit%3	_	un	21:24

# text = a better chance of success
# id = 00230335-a-6
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	better	wf	_	better%1|better%2|better%3|good%3|well%3|better%4|well%4	better%3:00:00::	auto	2:8
3	chance	wf	_	chance%1|chance%2|chance%3	_	un	9:15
4	of	wf	_	of	_	ignore	16:18
5	success	wf	_	success%1	_	un	19:26

# text = produced a better mousetrap
# id = 00230335-a-7
# type = ex
1	produced	wf	_	produce%2	_	un	0:8
2	a	wf	_	a	_	ignore	9:10
3	better	wf	_	better%1|better%2|better%3|good%3|well%3|better%4|well%4	better%3:00:00::	auto	11:17
4	mousetrap	wf	_	mousetrap%1	_	un	18:27

# text = she's better in math than in history
# id = 00230335-a-8
# type = ex
1	she	wf	_	she	_	ignore	0:3
2	's	wf	_	i%1|be%2	_	un	3:5
3	better	wf	_	better%1|better%2|better%3|good%3|well%3|better%4|well%4	better%3:00:00::	auto	6:12
4	in	wf	_	in	_	ignore	13:15
5	math	wf	_	math%1	_	un	16:20
6	than	wf	_	than	_	ignore	21:25
7	in	wf	_	in	_	ignore	26:28
8	history	wf	_	history%1	_	un	29:36

# text = lacking significance or liveliness or spirit or zest; 
# id = 02308001-s-1
# type = def
1	lacking	wf	VBG	lack%2|lacking%3	lack%2:42:00::	man	0:7
2	significance	wf	NN	significance%1	significance%1:07:00::	man	8:20
3	or	wf	CC	or	_	ignore	21:23
4	liveliness	wf	NN	liveliness%1	liveliness%1:07:00::	man	24:34
