# text = send away towards a designated goal
# id = 01955127-v-1
# type = def
1	_	glob|a	_	send_away%2	_	un	_
2	send	cf|a	VB	send%2	_	un	0:4
3	away	cf|a	RB	away%3|away%4	_	un	5:9
4	towards	wf	IN	towards	_	ignore	10:17
5	a	wf	DT	a	_	ignore	18:19
6	designated	wf	VBN	designate%2	designate%2:31:00::	man	20:30
7	goal	wf	NN	goal%1	goal%1:15:00::	man	31:35

# text = send on a course or in a direction different from the planned or intended one
# id = 01952363-v-1
# type = def
1	send	wf	VB	send%2	_	un	0:4
2	on	wf	IN	on	_	ignore	5:7
3	a	wf	DT	a	_	ignore	8:9
4	course	wf	NN	course%1|course%2|course%4	course%1:17:00::	man	10:16
5	or	wf	CC	or	_	ignore	17:19
6	in	wf	IN	in	_	ignore	20:22
7	a	wf	DT	a	_	ignore	23:24
8	direction	wf	NN	direction%1	_	un	25:34
9	different	wf	JJ	different%3	_	un	35:44
10	from	wf	IN	from	_	ignore	45:49
11	the	wf	DT	the	_	ignore	50:53
12	planned	wf	JJ	plan%2|planned%3	planned%3:00:00::	man	54:61
13	or	wf	CC	or	_	ignore	62:64
14	intended	wf	VBN	intend%2|intended%3	_	un	65:73
15	one	wf	CD	one	_	ignore	74:77

# text = fly very close to the ground
# id = 01955703-v-1
# type = def
1	fly	wf	VB	fly%1|fly%2|fly%3	fly%2:38:00::	man	0:3
2	very	wf	RB	very%3|very%4	_	un	4:8
3	close	wf	JJ	close%1|close%2|close%3|close%4	_	un	9:14
4	to	wf	TO	to	_	ignore	15:17
5	the	wf	DT	the	_	ignore	18:21
6	ground	wf	NN	ground%1|grind%2|ground%2	ground%1:17:00::	man	22:28

# text = convey (goods etc.) by rails; 
# id = 01954559-v-1
# type = def
1	convey	wf	VB	convey%2	convey%2:38:00::	man	0:6
2	_	aux	_	_	_	_	_
3	(	wf	punc	_	_	ignore	7:8
4	goods	wf	NNS	good%1	_	un	8:13
5	etc.	wf	RB	etc.	etc.%4:02:00::	auto	14:18
6	)	wf	punc	_	_	ignore	18:19
7	_	aux	_	_	_	_	_
8	by	wf	IN	by	_	ignore	20:22
9	rails	wf	NNS	rail%1|rails%1|rail%2	rail%1:06:03::	man	23:28
10	;	wf	punc	_	_	ignore	28:29

# text = fresh fruit are railed from Italy to Belgium
# id = 01954559-v-2
# type = ex
1	fresh	wf	_	fresh%3|fresh%4	_	un	0:5
2	fruit	wf	_	fruit%1|fruit%2	_	un	6:11
3	are	wf	_	are%1|be%2	_	un	12:15
4	railed	wf	_	rail%2	rail%2:38:04::	auto	16:22
5	from	wf	_	from	_	ignore	23:27
6	Italy	wf	_	Italy%1	_	un	28:33
7	to	wf	_	to	_	ignore	34:36
8	Belgium	wf	_	Belgium%1	_	un	37:44

# text = transport in a flatbottom boat
# id = 01954852-v-1
# type = def
1	transport	wf	VB	transport%1|transport%2	transport%2:38:00::	man	0:9
2	in	wf	IN	in	_	ignore	10:12
3	a	wf	DT	a	_	ignore	13:14
4	flatbottom	wf	JJ	flatbottom%3	flatbottom%5:00:00:even:01	man	15:25
5	boat	wf	NN	boat%1|boat%2	boat%1:06:00::	man	26:30

# text = divert in a specified direction; 
# id = 01952564-v-1
# type = def
1	divert	wf	VB	divert%2	divert%2:38:01::	man	0:6
2	in	wf	IN	in	_	ignore	7:9
3	a	wf	DT	a	_	ignore	10:11
4	specified	wf	JJ	specify%2|specified%3	_	un	12:21
5	direction	wf	NN	direction%1	_	un	22:31
6	;	wf	punc	_	_	ignore	31:32

# text = divert the low voltage to the engine cylinders
# id = 01952564-v-2
# type = ex
1	divert	wf	_	divert%2	_	un	0:6
2	the	wf	_	the	_	ignore	7:10
3	low	wf	_	low%1|low%2|low%3|low%4	_	un	11:14
4	voltage	wf	_	voltage%1	_	un	15:22
5	to	wf	_	to	_	ignore	23:25
6	the	wf	_	the	_	ignore	26:29
7	engine	wf	_	engine%1	_	un	30:36
8	cylinders	wf	_	cylinder%1	_	un	37:46

# text = ride a snowmobile
# id = 01957273-v-1
# type = def
1	ride	wf	VB	ride%1|ride%2	ride%2:38:00::	man	0:4
2	a	wf	DT	a	_	ignore	5:6
3	snowmobile	wf	NN	snowmobile%1|snowmobile%2	snowmobile%1:06:00::	man	7:17

# text = fly by means of a hang glider
# id = 01955808-v-1
# type = def
1	fly	wf	VB	fly%1|fly%2|fly%3	fly%2:38:00::	man	0:3
2	by	wf	IN	by	_	ignore	4:6
3	means	wf	NN	mean%1|means%1|mean%2	_	ignore	7:12
4	of	wf	IN	of	_	ignore	13:15
5	a	wf	DT	a	_	ignore	16:17
6	_	glob|a	_	hang_glider%1	hang_glider%1:06:00::	man	_
7	hang	cf|a	NN	hang%1|hang%2	_	un	18:22
