# text = the act of forcing yourself (or being forced) into or through a restricted space; 
# id = 00226319-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	act	wf	NN	act%1|act%2	_	un	4:7
3	of	wf	IN	of	_	ignore	8:10
4	forcing	wf	VBG	force%2	_	un	11:18
5	yourself	wf	PRP	yourself	_	ignore	19:27
6	(	wf	punc	_	_	ignore	28:29
7	or	wf	CC	or	_	ignore	29:31
8	being	wf	VBG	being%1|be%2	_	un	32:37
9	forced	wf	JJ	force%2|forced%3	_	un	38:44
10	)	wf	punc	_	_	ignore	44:45
11	into	wf	IN	into	_	ignore	46:50
12	or	wf	CC	or	_	ignore	51:53
13	through	wf	IN	through%3|through%4	_	un	54:61
14	a	wf	DT	a	_	ignore	62:63
15	restricted	wf	JJ	restrict%2|restricted%3	restricted%3:00:00::	man	64:74
16	space	wf	NN	space%1|space%2	_	un	75:80
17	;	wf	punc	_	_	ignore	80:81

# text = getting through that small opening was a tight squeeze
# id = 00226319-n-2
# type = ex
1	getting	wf	_	getting%1|get%2	_	un	0:7
2	through	wf	_	through%3|through%4	_	un	8:15
3	that	wf	_	that	_	ignore	16:20
4	small	wf	_	small%1|small%3|small%4	_	un	21:26
5	opening	wf	_	opening%1|open%2|opening%3	_	un	27:34
6	was	wf	_	be%2	_	un	35:38
7	a	wf	_	a	_	ignore	39:40
8	tight	wf	_	tight%3|tight%4	_	un	41:46
9	squeeze	wf	_	squeeze%1|squeeze%2	squeeze%1:04:03::	auto	47:54

# text = the termination of drug taking
# id = 00228911-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	termination	wf	NN	termination%1	termination%1:04:00::	man	4:15
3	of	wf	IN	of	_	ignore	16:18
4	drug	wf	NN	drug%1|drug%2	drug%1:06:00::	man	19:23
5	taking	wf	VBG	taking%1|take%2|taking%3	_	un	24:30

# text = a spasm of the bronchi that makes exhalation difficult and noisy; associated with asthma and bronchitis
# id = 00226511-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	spasm	wf	NN	spasm%1	spasm%1:26:00::	man	2:7
3	of	wf	IN	of	_	ignore	8:10
4	the	wf	DT	the	_	ignore	11:14
5	bronchi	wf	NNS	bronchus%1	bronchus%1:08:00::	auto	15:22
6	that	wf	WDT	that	_	ignore	23:27
7	makes	wf	VBZ	make%1|make%2	make%2:30:00::	man	28:33
8	exhalation	wf	NN	exhalation%1	exhalation%1:04:00::	man	34:44
9	difficult	wf	JJ	difficult%3	_	un	45:54
10	and	wf	CC	and	_	ignore	55:58
11	noisy	wf	JJ	noisy%3	noisy%3:00:00::	man	59:64
12	;	wf	punc	_	_	ignore	64:65
13	associated	wf	VBN	associate%2	associate%2:31:00::	man	66:76
14	with	wf	IN	with	_	ignore	77:81
15	asthma	wf	NN	asthma%1	asthma%1:26:00::	auto	82:88
16	and	wf	CC	and	_	ignore	89:92
17	bronchitis	wf	NN	bronchitis%1	bronchitis%1:26:00::	auto	93:103

# text = the violent theft of an occupied car
# id = 00227484-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	violent	wf	JJ	violent%3	violent%3:00:00::	man	4:11
3	theft	wf	NN	theft%1	theft%1:04:00::	auto	12:17
4	of	wf	IN	of	_	ignore	18:20
5	an	wf	DT	an	_	ignore	21:23
6	occupied	wf	JJ	occupy%2|occupied%3	occupied%5:00:00:inhabited:00	man	24:32
7	car	wf	NN	car%1	car%1:06:00::	man	33:36

# text = the act of abolishing a system or practice or institution (especially abolishing slavery); 
# id = 00228283-n-1
# type = def
1	the	wf	DT	the	_	ignore	0:3
2	act	wf	NN	act%1|act%2	_	un	4:7
3	of	wf	IN	of	_	ignore	8:10
4	abolishing	wf	VBG	abolish%2	abolish%2:41:00::	auto	11:21
5	a	wf	DT	a	_	ignore	22:23
6	system	wf	NN	system%1	_	un	24:30
7	or	wf	CC	or	_	ignore	31:33
8	practice	wf	NN	practice%1|practice%2	practice%1:04:00::	man	34:42
9	or	wf	CC	or	_	ignore	43:45
10	institution	wf	NN	institution%1	institution%1:09:00::	man	46:57
11	(	wf	punc	_	_	ignore	58:59
12	especially	wf	RB	especially%4	_	ignore	59:69
13	abolishing	wf	VBG	abolish%2	abolish%2:41:00::	auto	70:80
14	slavery	wf	NN	slavery%1	slavery%1:04:01::	man	81:88
15	)	wf	punc	_	_	ignore	88:89
16	;	wf	punc	_	_	ignore	89:90

# text = the abolition of capital punishment
# id = 00228283-n-2
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	abolition	wf	_	abolition%1	abolition%1:04:00::	auto	4:13
3	of	wf	_	of	_	ignore	14:16
4	capital	wf	_	capital%1|capital%3	_	un	17:24
5	punishment	wf	_	punishment%1	_	un	25:35

# text = indiscriminate slaughter; 
# id = 00224260-n-1
# type = def
1	indiscriminate	wf	JJ	indiscriminate%3	indiscriminate%5:00:00:undiscriminating:00	man	0:14
2	slaughter	wf	NN	slaughter%1|slaughter%2	slaughter%1:04:01::	man	15:24
3	;	wf	punc	_	_	ignore	24:25

# text = a bloodbath took place when the leaders of the plot surrendered
# id = 00224260-n-2
# type = ex
1	a	wf	_	a	_	ignore	0:1
2	bloodbath	wf	_	bloodbath%1	bloodbath%1:04:00::	auto	2:11
3	took	wf	_	take%2	_	un	12:16
4	place	wf	_	place%1|place%2	_	un	17:22
5	when	wf	_	when	_	ignore	23:27
6	the	wf	_	the	_	ignore	28:31
7	leaders	wf	_	leader%1|leaders%1	_	un	32:39
8	of	wf	_	of	_	ignore	40:42
9	the	wf	_	the	_	ignore	43:46
10	plot	wf	_	plot%1|plot%2	_	un	47:51
11	surrendered	wf	_	surrender%2	_	un	52:63

# text = ten days after the bloodletting Hitler gave the action its name
# id = 00224260-n-3
# type = ex
1	ten	wf	_	ten	_	ignore	0:3
2	days	wf	_	day%1|days%1	_	un	4:8
3	after	wf	_	after%3|after%4	_	un	9:14
4	the	wf	_	the	_	ignore	15:18
5	bloodletting	wf	_	bloodletting%1	bloodletting%1:04:01::	auto	19:31
6	Hitler	wf	_	Hitler%1	_	un	32:38
7	gave	wf	_	give%2	_	un	39:43
8	the	wf	_	the	_	ignore	44:47
9	action	wf	_	action%1|action%2	_	un	48:54
10	its	wf	_	its	_	ignore	55:58
11	name	wf	_	name%1|name%2	_	un	59:63

# text = the valley is no stranger to bloodshed and murder
# id = 00224260-n-4
# type = ex
1	the	wf	_	the	_	ignore	0:3
2	valley	wf	_	valley%1	_	un	4:10
3	is	wf	_	i%1|be%2	_	un	11:13
4	no	wf	_	no%1|no%3|no%4	_	un	14:16
5	stranger	wf	_	stranger%1|strange%3	_	un	17:25
6	to	wf	_	to	_	ignore	26:28
