# text = plant capable of synthesizing its own food from simple organic substances
# id = 13124654-n-1
# type = def
1	plant	wf	NN	plant%1|plant%2	plant%1:03:00::	man	0:5
2	capable	wf	JJ	capable%3	capable%3:00:00::	man	6:13
3	of	wf	IN	of	_	ignore	14:16
4	synthesizing	wf	VBG	synthesize%2	_	un	17:29
5	its	wf	PRP$	its	_	ignore	30:33
6	own	wf	JJ	own%2|own%3	_	un	34:37
7	food	wf	NN	food%1	_	un	38:42
8	from	wf	IN	from	_	ignore	43:47
9	simple	wf	JJ	simple%1|simple%3	simple%3:00:02::	man	48:54
10	organic	wf	JJ	organic%1|organic%3	_	un	55:62
11	substances	wf	NNS	substance%1	_	un	63:73

# text = an organism that feeds on dead organic matter especially a fungus or bacterium
# id = 13124164-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
2	organism	wf	NN	organism%1	organism%1:03:00::	man	3:11
3	that	wf	WDT	that	_	ignore	12:16
4	feeds	wf	VBZ	feed%1|feed%2	feed%2:34:00::	man	17:22
5	on	wf	IN	on	_	ignore	23:25
6	dead	wf	JJ	dead%1|dead%3|dead%4	dead%3:00:02::	man	26:30
7	organic	wf	JJ	organic%1|organic%3	_	un	31:38
8	matter	wf	NN	matter%1|matter%2	_	un	39:45
9	especially	wf	RB	especially%4	especially%4:02:00::	man	46:56
10	a	wf	DT	a	_	ignore	57:58
11	fungus	wf	NN	fungus%1	fungus%1:20:00::	man	59:65
12	or	wf	CC	or	_	ignore	66:68
13	bacterium	wf	NN	bacterium%1	bacterium%1:05:00::	man	69:78

# text = an epiphytic vine or tree whose aerial roots extend down the trunk of a supporting tree and coalesce around it eventually strangling the tree
# id = 13123431-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
2	epiphytic	wf	JJ	epiphytic%3	epiphytic%3:01:00::	auto	3:12
3	vine	wf	NN	vine%1	vine%1:20:00::	auto	13:17
4	or	wf	CC	or	_	ignore	18:20
5	tree	wf	NN	tree%1|tree%2	_	un	21:25
6	whose	wf	WP$	whose	_	ignore	26:31
7	aerial	wf	JJ	aerial%1|aerial%3	_	un	32:38
8	roots	wf	NNS	root%1|roots%1|root%2	root%1:20:00::	man	39:44
9	extend	wf	VB	extend%2	_	un	45:51
10	down	wf	RP	down%1|down%2|down%3|down%4	down%4:02:00::	man	52:56
11	the	wf	DT	the	_	ignore	57:60
12	trunk	wf	NN	trunk%1	trunk%1:20:00::	man	61:66
13	of	wf	IN	of	_	ignore	67:69
14	a	wf	DT	a	_	ignore	70:71
15	supporting	wf	JJ	supporting%1|support%2|supporting%3	supporting%5:00:00:bearing:00	man	72:82
16	tree	wf	NN	tree%1|tree%2	_	un	83:87
17	and	wf	CC	and	_	ignore	88:91
18	coalesce	wf	VB	coalesce%2	coalesce%2:35:00::	man	92:100
19	around	wf	IN	around%4	_	un	101:107
20	it	wf	PRP	it	_	ignore	108:110
21	eventually	wf	RB	eventually%4	_	un	111:121
22	strangling	wf	VBG	strangling%1|strangle%2	strangle%2:30:06::	man	122:132
23	the	wf	DT	the	_	ignore	133:136
24	tree	wf	NN	tree%1|tree%2	_	un	137:141

# text = a developed system of roots
# id = 13125003-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	developed	wf	JJ	develop%2|developed%3	_	un	2:11
3	system	wf	NN	system%1	_	un	12:18
4	of	wf	IN	of	_	ignore	19:21
5	roots	wf	NNS	root%1|roots%1|root%2	root%1:20:00::	man	22:27

# text = a semiaquatic plant that grows in soft wet land; most are monocots: sedge, sphagnum, grasses, cattails, etc; possibly heath
# id = 13122364-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	semiaquatic	wf	JJ	semiaquatic%3	semiaquatic%5:00:01:aquatic:00	man	2:13
3	plant	wf	NN	plant%1|plant%2	plant%1:03:00::	man	14:19
4	that	wf	WDT	that	_	ignore	20:24
5	grows	wf	VBZ	grow%2	_	un	25:30
6	in	wf	IN	in	_	ignore	31:33
7	soft	wf	JJ	soft%3|soft%4	_	un	34:38
8	wet	wf	JJ	wet%1|wet%2|wet%3	wet%3:00:01::	man	39:42
9	land	wf	NN	land%1|land%2	_	un	43:47
10	;	wf	punc	_	_	ignore	47:48
11	most	wf	PRP	many%3|most%3|much%3|most%4|much%4	_	un	49:53
12	are	wf	VBP	are%1|be%2	_	un	54:57
13	monocots	wf	NN	monocot%1	monocot%1:20:00::	auto	58:66
14	:	wf	punc	_	_	ignore	66:67
15	sedge	wf	NN	sedge%1	sedge%1:20:00::	auto	68:73
16	,	wf	punc	_	_	ignore	73:74
17	sphagnum	wf	NN	sphagnum%1	sphagnum%1:20:00::	auto	75:83
18	,	wf	punc	_	_	ignore	83:84
19	grasses	wf	NNS	grass%1|grass%2	grass%1:20:00::	man	85:92
20	,	wf	punc	_	_	ignore	92:93
21	cattails	wf	NN	cattail%1	cattail%1:20:00::	auto	94:102
22	,	wf	punc	_	_	ignore	102:103
23	etc	wf	RB	etc.	etc.%4:02:00::	auto	104:107
24	;	wf	punc	_	_	ignore	107:108
25	possibly	wf	RB	possibly%4	_	un	109:117
26	heath	wf	NN	heath%1	heath%1:20:00::	man	118:123

# text = a dwarfed evergreen conifer or shrub shaped to have flat-topped asymmetrical branches and grown in a container
# id = 13112035-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	dwarfed	wf	VBN	dwarf%2	_	un	2:9
3	evergreen	wf	JJ	evergreen%1|evergreen%3	evergreen%3:00:00::	man	10:19
4	conifer	wf	NN	conifer%1	conifer%1:20:00::	auto	20:27
5	or	wf	CC	or	_	ignore	28:30
6	shrub	wf	NN	shrub%1	shrub%1:20:00::	auto	31:36
7	shaped	wf	VBN	shape%2|shaped%3	shape%2:36:00::	man	37:43
8	to	wf	TO	to	_	ignore	44:46
9	have	wf	VB	have%1|have%2	_	un	47:51
10	flat-topped	wf	JJ	flat-topped%3	flat-topped%5:00:00:topped:00	auto	52:63
11	asymmetrical	wf	JJ	asymmetrical%3	asymmetrical%3:00:00::	man	64:76
12	branches	wf	NNS	branch%1|branch%2	_	un	77:85
13	and	wf	CC	and	_	ignore	86:89
14	grown	wf	VBN	grow%2|grown%3	_	un	90:95
15	in	wf	IN	in	_	ignore	96:98
16	a	wf	DT	a	_	ignore	99:100
17	container	wf	NN	container%1	container%1:06:00::	auto	101:110

# text = an organism that lives in and derives its nourishment from organic matter in stagnant or foul water
# id = 13124358-n-1
# type = def
1	an	wf	DT	an	_	ignore	0:2
2	organism	wf	NN	organism%1	organism%1:03:00::	man	3:11
3	that	wf	WDT	that	_	ignore	12:16
