# text = there was a three-story building on the corner
# id = 02913152-n-2
# type = ex
1	there	wf	_	there%1|there%4	_	un	0:5
2	was	wf	_	be%2	_	un	6:9
3	a	wf	_	a	_	ignore	10:11
4	three	wf	_	three	_	ignore	12:17
5	story	wf	_	story%1	_	un	18:23
6	building	wf	_	building%1|build%2	building%1:06:00::	auto	24:32
7	on	wf	_	on	_	ignore	33:35
8	the	wf	_	the	_	ignore	36:39
9	corner	wf	_	corner%1|corner%2	_	un	40:46

# text = it was an imposing edifice
# id = 02913152-n-3
# type = ex
1	it	wf	_	it	_	ignore	0:2
2	was	wf	_	be%2	_	un	3:6
3	an	wf	_	an	_	ignore	7:9
4	imposing	wf	_	impose%2|imposing%3	_	un	10:18
5	edifice	wf	_	edifice%1	edifice%1:06:00::	auto	19:26

# text = a high-speed passenger train
# id = 02917067-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	high-speed	wf	JJ	high-speed%3	high-speed%5:00:01:fast:01	man	2:12
3	_	glob|a	_	passenger_train%1	passenger_train%1:06:00::	auto	_
4	passenger	cf|a	NN	passenger%1	_	un	13:22
5	train	cf|a	NN	train%1|train%2	_	un	23:28

# text = a part of RAM used for temporary storage of data that is waiting to be sent to a device; used to compensate for differences in the rate of flow of data between components of a computer system
# id = 02911485-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	part	wf	NN	part%1|part%2|part%4	_	un	2:6
3	of	wf	IN	of	_	ignore	7:9
4	RAM	wf	NNP	RAM	ram%1:06:01::	man	10:13
5	used	wf	VBN	use%2|used%3	_	un	14:18
6	for	wf	IN	for	_	ignore	19:22
7	temporary	wf	JJ	temporary%1|temporary%3	temporary%3:00:00::	man	23:32
8	storage	wf	NN	storage%1	storage%1:22:00::	man	33:40
9	of	wf	IN	of	_	ignore	41:43
10	data	wf	NNS	data%1|datum%1	data%1:14:00::	man	44:48
11	that	wf	WDT	that	_	ignore	49:53
12	is	wf	VBZ	i%1|be%2	_	un	54:56
13	waiting	wf	JJ	waiting%1|wait%2|waiting%3	waiting%5:00:00:ready:00	man	57:64
14	to	wf	TO	to	_	ignore	65:67
15	be	wf	VB	be%2	_	un	68:70
16	sent	wf	VBN	sent%1|send%2|sent%3	_	un	71:75
17	to	wf	TO	to	_	ignore	76:78
18	a	wf	DT	a	_	ignore	79:80
19	device	wf	NN	device%1	device%1:06:00::	man	81:87
20	;	wf	punc	_	_	ignore	87:88
21	used	wf	VBN	use%2|used%3	_	un	89:93
22	to	wf	TO	to	_	ignore	94:96
23	compensate	wf	VB	compensate%2	compensate%2:42:00::	man	97:107
24	for	wf	IN	for	_	ignore	108:111
25	differences	wf	NNS	difference%1	difference%1:07:00::	man	112:123
26	in	wf	IN	in	_	ignore	124:126
27	the	wf	DT	the	_	ignore	127:130
28	_	glob|a	_	rate_of_flow%1	rate_of_flow%1:28:00::	auto	_
29	rate	cf|a	NN	rate%1|rate%2	_	un	131:135
30	of	cf|a	IN	of	_	ignore	136:138
31	flow	cf|a	NN	flow%1|flow%2	_	un	139:143
32	of	wf	IN	of	_	ignore	144:146
33	data	wf	NNS	data%1|datum%1	data%1:14:00::	man	147:151
34	between	wf	IN	between%4	_	un	152:159
35	components	wf	NNS	component%1	_	un	160:170
36	of	wf	IN	of	_	ignore	171:173
37	a	wf	DT	a	_	ignore	174:175
38	_	glob|b	_	computer_system%1	computer_system%1:06:00::	auto	_
39	computer	cf|b	NN	computer%1	_	un	176:184
40	system	cf|b	NN	system%1	_	un	185:191

# text = a brass instrument without valves; used for military calls and fanfares
# id = 02912894-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	brass_instrument%1	_	un	_
3	brass	cf|a	NN	brass%1	_	un	2:7
4	instrument	cf|a	NN	instrument%1|instrument%2	_	un	8:18
5	without	wf	IN	without	_	ignore	19:26
6	valves	wf	NNS	valve%1	valve%1:06:01::	man	27:33
7	;	wf	punc	_	_	ignore	33:34
8	used	wf	VBN	use%2|used%3	_	un	35:39
9	for	wf	IN	for	_	ignore	40:43
10	military	wf	JJ	military%1|military%3	military%3:00:02::	man	44:52
11	calls	wf	NNS	call%1|call%2	_	un	53:58
12	and	wf	CC	and	_	ignore	59:62
13	fanfares	wf	NNS	fanfare%1	fanfare%1:10:01::	man	63:71

# text = gold or silver in bars or ingots
# id = 02917521-n-1
# type = def
1	gold	wf	NN	gold%1|gold%3	gold%1:27:00::	man	0:4
2	or	wf	CC	or	_	ignore	5:7
3	silver	wf	NN	silver%1|silver%2|silver%3	silver%1:27:00::	man	8:14
4	in	wf	IN	in	_	ignore	15:17
5	bars	wf	NNS	bar%1|bars%1|bar%2	bar%1:06:06::	man	18:22
6	or	wf	CC	or	_	ignore	23:25
7	ingots	wf	NNS	ingot%1	ingot%1:06:00::	auto	26:32

# text = a computer that is running software that allows users to leave messages and access information of general interest
# id = 02916684-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	computer	wf	NN	computer%1	computer%1:06:00::	man	2:10
3	that	wf	WDT	that	_	ignore	11:15
4	is	wf	VBZ	i%1|be%2	_	un	16:18
5	running	wf	VBG	running%1|run%2|running%3	_	un	19:26
6	software	wf	NN	software%1	software%1:10:00::	auto	27:35
7	that	wf	WDT	that	_	ignore	36:40
8	allows	wf	VBZ	allow%2	_	un	41:47
9	users	wf	NN	user%1	user%1:18:00::	man	48:53
