# text = a plant hormone promoting elongation of stems and roots
# id = 14918529-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	plant_hormone%1	plant_hormone%1:27:00::	auto	_
3	plant	cf|a	NN	plant%1|plant%2	_	un	2:7
4	hormone	cf|a	NN	hormone%1	_	un	8:15
5	promoting	wf	VBG	promote%2	_	un	16:25
6	elongation	wf	NN	elongation%1	elongation%1:06:00::	man	26:36
7	of	wf	IN	of	_	ignore	37:39
8	stems	wf	NNS	stem%1|stem%2	stem%1:20:00::	man	40:45
9	and	wf	CC	and	_	ignore	46:49
10	roots	wf	NNS	root%1|roots%1|root%2	root%1:20:00::	man	50:55

# text = a red soil containing ferric oxide; often used as a pigment
# id = 14918264-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	red	wf	JJ	red%1|red%3	_	un	2:5
3	soil	wf	NN	soil%1|soil%2	soil%1:27:01::	man	6:10
4	containing	wf	VBG	contain%2	_	un	11:21
5	_	glob|a	_	ferric_oxide%1	ferric_oxide%1:27:00::	auto	_
6	ferric	cf|a	JJ	ferric%3	_	un	22:28
7	oxide	cf|a	NN	oxide%1	_	un	29:34
8	;	wf	punc	_	_	ignore	34:35
9	often	wf	RB	often%4	_	ignore	36:41
10	used	wf	VBN	use%2|used%3	_	un	42:46
11	as	wf	IN	as	_	ignore	47:49
12	a	wf	DT	a	_	ignore	50:51
13	pigment	wf	NN	pigment%1|pigment%2	pigment%1:27:00::	man	52:59

# text = something that is inhaled
# id = 14919156-n-1
# type = def
1	something	wf	PRP	something	_	ignore	0:9
2	that	wf	WDT	that	_	ignore	10:14
3	is	wf	VBZ	i%1|be%2	_	un	15:17
4	inhaled	wf	VBN	inhale%2	inhale%2:29:00::	man	18:25

# text = a black pigment made from grinding burnt ivory in oil
# id = 14918883-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	black	wf	JJ	black%1|black%2|black%3	black%3:00:01::	man	2:7
3	pigment	wf	NN	pigment%1|pigment%2	pigment%1:27:00::	man	8:15
4	made	wf	VBN	make%2|made%3	make%2:36:01::	man	16:20
5	from	wf	IN	from	_	ignore	21:25
6	grinding	wf	VBG	grinding%1|grind%2	grind%2:30:00::	man	26:34
7	burnt	wf	JJ	burn%2|burnt%3	burnt%5:00:00:treated:00	man	35:40
8	ivory	wf	NN	ivory%1	ivory%1:27:00::	man	41:46
9	in	wf	IN	in	_	ignore	47:49
10	oil	wf	NN	oil%1|oil%2	oil%1:27:00::	man	50:53

# text = a synthetic plant hormone promoting elongation of stems and roots
# id = 14918654-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	synthetic	wf	JJ	synthetic%1|synthetic%3	synthetic%5:00:00:artificial:00	man	2:11
3	_	glob|a	_	plant_hormone%1	plant_hormone%1:27:00::	auto	_
4	plant	cf|a	NN	plant%1|plant%2	_	un	12:17
5	hormone	cf|a	NN	hormone%1	_	un	18:25
6	promoting	wf	VBG	promote%2	_	un	26:35
7	elongation	wf	NN	elongation%1	elongation%1:06:00::	man	36:46
8	of	wf	IN	of	_	ignore	47:49
9	stems	wf	NNS	stem%1|stem%2	stem%1:20:00::	man	50:55
10	and	wf	CC	and	_	ignore	56:59
11	roots	wf	NNS	root%1|roots%1|root%2	root%1:20:00::	man	60:65

# text = a substance that produces a fragrant odor when burned
# id = 14918994-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	substance	wf	NN	substance%1	_	un	2:11
3	that	wf	WDT	that	_	ignore	12:16
4	produces	wf	VBZ	produce%1|produce%2	produce%2:36:03::	man	17:25
5	a	wf	DT	a	_	ignore	26:27
6	fragrant	wf	JJ	fragrant%3	fragrant%3:00:00::	auto	28:36
7	odor	wf	NN	odor%1	odor%1:09:00::	man	37:41
8	when	wf	WRB	when	_	ignore	42:46
9	burned	wf	VBN	burn%2|burned%3	_	un	47:53

# text = any compound that does not contain carbon
# id = 14919511-n-1
# type = def
1	any	wf	DT	any	_	ignore	0:3
2	compound	wf	NN	compound%1|compound%2|compound%3	compound%1:27:00::	man	4:12
3	that	wf	WDT	that	_	ignore	13:17
4	does	wf	VBZ	do%1|doe%1|do%2	_	un	18:22
5	not	wf	RB	not%4	not%4:02:00::	auto	23:26
6	contain	wf	VB	contain%2	_	un	27:34
7	carbon	wf	NN	carbon%1	carbon%1:27:00::	man	35:41

# text = a chemical used to kill insects
# id = 14919948-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	chemical	wf	NN	chemical%1|chemical%3	_	un	2:10
3	used	wf	VBN	use%2|used%3	_	un	11:15
4	to	wf	TO	to	_	ignore	16:18
5	kill	wf	VB	kill%1|kill%2	kill%2:35:00::	man	19:23
6	insects	wf	NNS	insect%1	insect%1:05:00::	man	24:31

# text = a chemical substance that repels insects
# id = 14920252-n-1
# type = def
1	a	wf	DT	a	_	ignore	0:1
2	_	glob|a	_	chemical_substance%1	chemical_substance%1:27:00::	auto	_
3	chemical	cf|a	JJ	chemical%1|chemical%3	_	un	2:10
4	substance	cf|a	NN	substance%1	_	un	11:20
5	that	wf	WDT	that	_	ignore	21:25
6	repels	wf	VBZ	repel%2	repel%2:37:00::	man	26:32
7	insects	wf	NNS	insect%1	insect%1:05:00::	man	33:40

# text = a chemical substance that repels animals
