a00001740	09/095/wsd-095800
a00002098	09/095/wsd-095800
a00002312	09/095/wsd-095800
a00002527	09/095/wsd-095800
a00002730	09/095/wsd-095800
a00002843	09/095/wsd-095800
a00002956	09/095/wsd-095800
a00003131	09/095/wsd-095800
a00003356	09/095/wsd-095800
a00003553	09/095/wsd-095800
a00003700	09/095/wsd-095800
a00003829	09/095/wsd-095800
a00003939	09/095/wsd-095800
a00004171	09/095/wsd-095800
a00004296	09/095/wsd-095800
a00004413	09/095/wsd-095800
a00004615	09/095/wsd-095800
a00004723	09/095/wsd-095800
a00004817	09/095/wsd-095900
a00004980	09/095/wsd-095900
a00005107	09/095/wsd-095900
a00005205	09/095/wsd-095900
a00005473	09/095/wsd-095900
a00005599	09/095/wsd-095900
a00005718	09/095/wsd-095900
a00005839	09/095/wsd-095900
a00006032	09/095/wsd-095900
a00006245	09/095/wsd-095900
a00006336	09/095/wsd-095900
a00006777	09/095/wsd-095900
a00006885	09/095/wsd-095900
a00007096	09/095/wsd-095900
a00007208	09/095/wsd-095900
a00007331	09/095/wsd-095900
a00007516	09/095/wsd-095900
a00007697	09/095/wsd-095900
a00007813	09/095/wsd-095900
a00007990	09/095/wsd-095900
a00008206	09/095/wsd-095900
a00008443	09/095/wsd-095900
a00008595	09/095/wsd-095900
a00008734	09/095/wsd-095900
a00008877	09/095/wsd-095900
a00009046	09/095/wsd-095900
a00009346	09/095/wsd-095900
a00009618	09/095/wsd-095900
a00009978	09/095/wsd-095900
a00010385	09/095/wsd-095900
a00010537	09/095/wsd-095900
a00010726	09/095/wsd-095900
a00011160	09/095/wsd-095900
a00011327	09/095/wsd-095900
a00011665	09/095/wsd-095900
a00011757	09/095/wsd-095900
a00012071	09/095/wsd-095900
a00012362	09/095/wsd-095900
a00012689	09/095/wsd-095900
a00012932	09/095/wsd-095900
a00013160	09/095/wsd-095900
a00013442	09/095/wsd-095900
a00013662	09/095/wsd-095900
a00013887	09/095/wsd-095900
a00014358	09/095/wsd-095900
a00014490	09/095/wsd-095900
a00014858	09/095/wsd-095900
a00015097	09/095/wsd-095900
a00015247	09/095/wsd-095900
a00015480	09/095/wsd-095900
a00015589	09/095/wsd-095900
a00015720	09/095/wsd-095900
a00015854	09/095/wsd-095900
a00016005	09/095/wsd-095900
a00016135	09/095/wsd-095900
